Date;Workout Name;Exercise Name;Set Order;Weight;Weight Unit;Reps;Distance;Distance Unit;Seconds;Notes;Workout Notes
2018-09-19 16:20:25;"B";"Squat (Barbell)";2;22.5;lbs;5;;;0;;
2018-09-19 16:20:25;"B";"Squat (Barbell)";3;25;lbs;5;;;0;;
2018-09-19 16:20:25;"B";"Squat (Barbell)";4;27.5;lbs;5;;;0;;
2018-09-19 16:20:25;"B";"Squat (Barbell)";5;30;lbs;8;;;0;;
2018-09-19 16:20:25;"B";"Bench Press (Dumbbell)";1;25;lbs;5;;;0;"";
2018-09-19 16:20:25;"B";"Bench Press (Dumbbell)";2;27.5;lbs;5;;;0;;
2018-09-19 16:20:25;"B";"Bench Press (Dumbbell)";3;30;lbs;5;;;0;;
2018-09-19 16:20:25;"B";"Bench Press (Dumbbell)";4;35;lbs;5;;;0;;
2018-09-19 16:20:25;"B";"Bench Press (Dumbbell)";5;40;lbs;8;;;0;;
2018-09-19 16:20:25;"B";"Pull Up";1;0;lbs;12;;;0;"";
2018-09-19 16:20:25;"B";"Pull Up";2;0;lbs;6;;;0;;
2018-09-17 16:01:58;"A";"Deadlift (Barbell)";1;65;lbs;5;;;0;"";""
2018-09-17 16:01:58;"A";"Deadlift (Barbell)";2;75;lbs;5;;;0;;
2018-09-17 16:01:58;"A";"Deadlift (Barbell)";3;85;lbs;5;;;0;;
2018-09-17 16:01:58;"A";"Deadlift (Barbell)";4;95;lbs;5;;;0;;
2018-09-17 16:01:58;"A";"Deadlift (Barbell)";5;105;lbs;7;;;0;;
2018-09-17 16:01:58;"A";"Bent Over Row (Dumbbell)";1;27.5;lbs;5;;;0;"";
2018-09-17 16:01:58;"A";"Bent Over Row (Dumbbell)";2;30;lbs;5;;;0;;
2018-09-17 16:01:58;"A";"Bent Over Row (Dumbbell)";3;35;lbs;5;;;0;;
2018-09-17 16:01:58;"A";"Bent Over Row (Dumbbell)";4;40;lbs;5;;;0;;
2018-09-17 16:01:58;"A";"Bent Over Row (Dumbbell)";5;45;lbs;7;;;0;;
2018-09-17 16:01:58;"A";"Overhead Press (Dumbbell)";1;20;lbs;5;;;0;"";
2018-09-17 16:01:58;"A";"Overhead Press (Dumbbell)";2;22.5;lbs;5;;;0;;
2018-09-17 16:01:58;"A";"Overhead Press (Dumbbell)";3;25;lbs;5;;;0;;
2018-09-17 16:01:58;"A";"Overhead Press (Dumbbell)";4;27.5;lbs;5;;;0;;
2018-09-17 16:01:58;"A";"Overhead Press (Dumbbell)";5;30;lbs;5;;;0;;
2018-09-13 03:20:56;"B";"Squat (Barbell)";1;20;lbs;5;;;0;"";""
2018-09-13 03:20:56;"B";"Squat (Barbell)";2;22.5;lbs;5;;;0;;
2018-09-13 03:20:56;"B";"Squat (Barbell)";3;25;lbs;5;;;0;;
2018-09-13 03:20:56;"B";"Squat (Barbell)";4;27.5;lbs;5;;;0;;
2018-09-13 03:20:56;"B";"Squat (Barbell)";5;30;lbs;6;;;0;;
2018-09-13 03:20:56;"B";"Bench Press (Dumbbell)";1;25;lbs;5;;;0;"";
2018-09-13 03:20:56;"B";"Bench Press (Dumbbell)";2;27.5;lbs;5;;;0;;
2018-09-13 03:20:56;"B";"Bench Press (Dumbbell)";3;30;lbs;5;;;0;;
2018-09-13 03:20:56;"B";"Bench Press (Dumbbell)";4;35;lbs;5;;;0;;
2018-09-13 03:20:56;"B";"Bench Press (Dumbbell)";5;40;lbs;9;;;0;;
2018-09-13 03:20:56;"B";"Pull Up";1;0;lbs;12;;;0;"";
2018-09-13 03:20:56;"B";"Pull Up";2;0;lbs;6;;;0;;
2018-09-10 04:00:21;"A";"Deadlift (Barbell)";1;65;lbs;5;;;0;"";""
2018-09-10 04:00:21;"A";"Deadlift (Barbell)";2;75;lbs;5;;;0;;
2018-09-10 04:00:21;"A";"Deadlift (Barbell)";3;85;lbs;5;;;0;;
2018-09-10 04:00:21;"A";"Deadlift (Barbell)";4;95;lbs;5;;;0;;
2018-09-10 04:00:21;"A";"Deadlift (Barbell)";5;105;lbs;7;;;0;;
2018-09-10 04:00:21;"A";"Bent Over Row (Dumbbell)";1;27.5;lbs;5;;;0;"";
2018-09-10 04:00:21;"A";"Bent Over Row (Dumbbell)";2;30;lbs;5;;;0;;
2018-09-10 04:00:21;"A";"Bent Over Row (Dumbbell)";3;35;lbs;5;;;0;;
2018-09-10 04:00:21;"A";"Bent Over Row (Dumbbell)";4;40;lbs;5;;;0;;
2018-09-10 04:00:21;"A";"Bent Over Row (Dumbbell)";5;45;lbs;6;;;0;;
2018-09-10 04:00:21;"A";"Overhead Press (Dumbbell)";1;20;lbs;5;;;0;"";
2018-09-10 04:00:21;"A";"Overhead Press (Dumbbell)";2;22.5;lbs;5;;;0;;
2018-09-10 04:00:21;"A";"Overhead Press (Dumbbell)";3;25;lbs;5;;;0;;
2018-09-10 04:00:21;"A";"Overhead Press (Dumbbell)";4;27.5;lbs;5;;;0;;
2018-09-10 04:00:21;"A";"Overhead Press (Dumbbell)";5;30;lbs;6;;;0;;
2018-09-07 16:04:38;"B";"Squat (Barbell)";1;17.5;lbs;5;;;0;"";""
2018-09-07 16:04:38;"B";"Squat (Barbell)";2;20;lbs;5;;;0;;
2018-09-07 16:04:38;"B";"Squat (Barbell)";3;22.5;lbs;5;;;0;;
2018-09-07 16:04:38;"B";"Squat (Barbell)";4;25;lbs;5;;;0;;
2018-09-07 16:04:38;"B";"Squat (Barbell)";5;27.5;lbs;10;;;0;;
2018-09-07 16:04:38;"B";"Bench Press (Dumbbell)";1;25;lbs;5;;;0;"CHANGE: 30 sec on 4th";
2018-09-07 16:04:38;"B";"Bench Press (Dumbbell)";2;27.5;lbs;5;;;0;;
2018-09-07 16:04:38;"B";"Bench Press (Dumbbell)";3;30;lbs;5;;;0;;
2018-09-07 16:04:38;"B";"Bench Press (Dumbbell)";4;35;lbs;5;;;0;;
2018-09-07 16:04:38;"B";"Bench Press (Dumbbell)";5;40;lbs;8;;;0;;
2018-09-07 16:04:38;"B";"Pull Up";1;0;lbs;10;;;0;"CHANGE: chest to get touch bar";
2018-09-07 16:04:38;"B";"Pull Up";2;0;lbs;6;;;0;;
2018-09-05 16:03:53;"A";"Deadlift (Barbell)";1;65;lbs;5;;;0;" CHANGE:  1st day rolla";""
2018-09-05 16:03:53;"A";"Deadlift (Barbell)";2;75;lbs;5;;;0;;
2018-09-05 16:03:53;"A";"Deadlift (Barbell)";3;85;lbs;5;;;0;;
2018-09-05 16:03:53;"A";"Deadlift (Barbell)";4;95;lbs;5;;;0;;
2018-09-05 16:03:53;"A";"Deadlift (Barbell)";5;103;lbs;5;;;0;;
2018-09-05 16:03:53;"A";"Bent Over Row (Dumbbell)";1;25;lbs;5;;;0;"CHANGE: 1st day rolla";
2018-09-05 16:03:53;"A";"Bent Over Row (Dumbbell)";2;27.5;lbs;5;;;0;;
2018-09-05 16:03:53;"A";"Bent Over Row (Dumbbell)";3;30;lbs;5;;;0;;
2018-09-05 16:03:53;"A";"Bent Over Row (Dumbbell)";4;35;lbs;5;;;0;;
2018-09-05 16:03:53;"A";"Bent Over Row (Dumbbell)";5;40;lbs;10;;;0;;
2018-09-05 16:03:53;"A";"Overhead Press (Dumbbell)";1;17.5;lbs;5;;;0;"CHANGE: 1ST day rolla";
2018-09-05 16:03:53;"A";"Overhead Press (Dumbbell)";2;20;lbs;5;;;0;;
2018-09-05 16:03:53;"A";"Overhead Press (Dumbbell)";3;22.5;lbs;5;;;0;;
2018-09-05 16:03:53;"A";"Overhead Press (Dumbbell)";4;25;lbs;5;;;0;;
2018-09-05 16:03:53;"A";"Overhead Press (Dumbbell)";5;27.5;lbs;10;;;0;;
2018-08-31 16:07:47;"B";"Squat (Barbell)";1;17.5;lbs;5;;;0;"CHANGE: NEW GYM ROLLA";""
2018-08-31 16:07:47;"B";"Squat (Barbell)";2;20;lbs;5;;;0;;
2018-08-31 16:07:47;"B";"Squat (Barbell)";3;22.5;lbs;5;;;0;;
2018-08-31 16:07:47;"B";"Squat (Barbell)";4;25;lbs;5;;;0;;
2018-08-31 16:07:47;"B";"Squat (Barbell)";5;27.5;lbs;8;;;0;;
2018-08-31 16:07:47;"B";"Bench Press (Dumbbell)";1;25;lbs;5;;;0;"";
2018-08-31 16:07:47;"B";"Bench Press (Dumbbell)";2;27.5;lbs;5;;;0;;
2018-08-31 16:07:47;"B";"Bench Press (Dumbbell)";3;30;lbs;5;;;0;;
2018-08-31 16:07:47;"B";"Bench Press (Dumbbell)";4;35;lbs;5;;;0;;
2018-08-31 16:07:47;"B";"Bench Press (Dumbbell)";5;40;lbs;6;;;0;;
2018-08-31 16:07:47;"B";"Pull Up";1;0;lbs;10;;;0;"";
2018-08-31 16:07:47;"B";"Pull Up";2;0;lbs;6;;;0;;
2018-08-29 16:11:47;"A";"Deadlift (Barbell)";1;65;lbs;5;;;0;"";""
2018-08-29 16:11:47;"A";"Deadlift (Barbell)";2;75;lbs;5;;;0;;
2018-08-29 16:11:47;"A";"Deadlift (Barbell)";3;85;lbs;5;;;0;;
2018-08-29 16:11:47;"A";"Deadlift (Barbell)";4;95;lbs;5;;;0;;
2018-08-29 16:11:47;"A";"Deadlift (Barbell)";5;105;lbs;5;;;0;;
2018-08-29 16:11:47;"A";"Bent Over Row (Dumbbell)";1;22.5;lbs;5;;;0;"";
2018-08-29 16:11:47;"A";"Bent Over Row (Dumbbell)";2;25;lbs;5;;;0;;
2018-08-29 16:11:47;"A";"Bent Over Row (Dumbbell)";3;27.5;lbs;5;;;0;;
2018-08-29 16:11:47;"A";"Bent Over Row (Dumbbell)";4;30;lbs;5;;;0;;
2018-08-29 16:11:47;"A";"Bent Over Row (Dumbbell)";5;35;lbs;15;;;0;;
2018-08-29 16:11:47;"A";"Overhead Press (Dumbbell)";1;17.5;lbs;5;;;0;"";
2018-08-29 16:11:47;"A";"Overhead Press (Dumbbell)";2;20;lbs;5;;;0;;
2018-08-29 16:11:47;"A";"Overhead Press (Dumbbell)";3;22.5;lbs;5;;;0;;
2018-08-29 16:11:47;"A";"Overhead Press (Dumbbell)";4;25;lbs;5;;;0;;
2018-08-29 16:11:47;"A";"Overhead Press (Dumbbell)";5;27.5;lbs;9;;;0;;
2018-08-27 16:52:34;"B";"Squat (Barbell)";1;17.5;lbs;5;;;0;"";""
2018-08-27 16:52:34;"B";"Squat (Barbell)";2;20;lbs;5;;;0;;
2018-08-27 16:52:34;"B";"Squat (Barbell)";3;22.5;lbs;5;;;0;;
2018-08-27 16:52:34;"B";"Squat (Barbell)";4;25;lbs;5;;;0;;
2018-08-27 16:52:34;"B";"Squat (Barbell)";5;27.5;lbs;6;;;0;;
2018-08-27 16:52:34;"B";"Bench Press (Dumbbell)";1;22.5;lbs;5;;;0;"";
2018-08-27 16:52:34;"B";"Bench Press (Dumbbell)";2;25;lbs;5;;;0;;
2018-08-27 16:52:34;"B";"Bench Press (Dumbbell)";3;27.5;lbs;5;;;0;;
2018-08-27 16:52:34;"B";"Bench Press (Dumbbell)";4;30;lbs;5;;;0;;
2018-08-27 16:52:34;"B";"Bench Press (Dumbbell)";5;35;lbs;14;;;0;;
2018-08-27 16:52:34;"B";"Pull Up";1;0;lbs;10;;;0;"";
2018-08-27 16:52:34;"B";"Pull Up";2;0;lbs;5;;;0;;
2018-08-14 17:19:47;"Elliptical";"Running";1;;;;5.9;;0;"";"ROUND: 5.88"
2018-08-13 17:00:01;"A";"Deadlift (Barbell)";1;50;lbs;5;;;0;"";""
2018-08-13 17:00:01;"A";"Deadlift (Barbell)";2;60;lbs;5;;;0;;
2018-08-13 17:00:01;"A";"Deadlift (Barbell)";3;70;lbs;5;;;0;;
2018-08-13 17:00:01;"A";"Deadlift (Barbell)";4;80;lbs;5;;;0;;
2018-08-13 17:00:01;"A";"Deadlift (Barbell)";5;90;lbs;7;;;0;;
2018-08-13 17:00:01;"A";"Bent Over Row (Dumbbell)";1;22.5;lbs;5;;;0;"";
2018-08-13 17:00:01;"A";"Bent Over Row (Dumbbell)";2;25;lbs;5;;;0;;
2018-08-13 17:00:01;"A";"Bent Over Row (Dumbbell)";3;30;lbs;5;;;0;;
2018-08-13 17:00:01;"A";"Bent Over Row (Dumbbell)";4;35;lbs;5;;;0;;
2018-08-13 17:00:01;"A";"Bent Over Row (Dumbbell)";5;40;lbs;11;;;0;;
2018-08-13 17:00:01;"A";"Overhead Press (Dumbbell)";1;17.5;lbs;5;;;0;"";
2018-08-13 17:00:01;"A";"Overhead Press (Dumbbell)";2;20;lbs;5;;;0;;
2018-08-13 17:00:01;"A";"Overhead Press (Dumbbell)";3;22.5;lbs;5;;;0;;
2018-08-13 17:00:01;"A";"Overhead Press (Dumbbell)";4;25;lbs;5;;;0;;
2018-08-13 17:00:01;"A";"Overhead Press (Dumbbell)";5;30;lbs;7;;;0;;
2018-08-10 17:35:29;"B";"Squat (Barbell)";1;17.5;lbs;5;;;0;"";""
2018-08-10 17:35:29;"B";"Squat (Barbell)";2;20;lbs;5;;;0;;
2018-08-10 17:35:29;"B";"Squat (Barbell)";3;22.5;lbs;5;;;0;;
2018-08-10 17:35:29;"B";"Squat (Barbell)";4;25;lbs;5;;;0;;
2018-08-10 17:35:29;"B";"Squat (Barbell)";5;27.5;lbs;6;;;0;;
2018-08-10 17:35:29;"B";"Bench Press (Dumbbell)";1;22.5;lbs;5;;;0;"";
2018-08-10 17:35:29;"B";"Bench Press (Dumbbell)";2;25;lbs;5;;;0;;
2018-08-10 17:35:29;"B";"Bench Press (Dumbbell)";3;30;lbs;5;;;0;;
2018-08-10 17:35:29;"B";"Bench Press (Dumbbell)";4;35;lbs;5;;;0;;
2018-08-10 17:35:29;"B";"Bench Press (Dumbbell)";5;40;lbs;10;;;0;;
2018-08-10 17:35:29;"B";"Pull Up";1;0;lbs;11;;;0;"";
2018-08-10 17:35:29;"B";"Pull Up";2;0;lbs;7;;;0;;
2018-08-08 16:52:32;"A";"Deadlift (Barbell)";1;50;lbs;5;;;0;"";""
2018-08-08 16:52:32;"A";"Deadlift (Barbell)";2;60;lbs;5;;;0;;
2018-08-08 16:52:32;"A";"Deadlift (Barbell)";3;70;lbs;5;;;0;;
2018-08-08 16:52:32;"A";"Deadlift (Barbell)";4;80;lbs;5;;;0;;
2018-08-08 16:52:32;"A";"Deadlift (Barbell)";5;90;lbs;7;;;0;;
2018-08-08 16:52:32;"A";"Bent Over Row (Dumbbell)";1;22.5;lbs;5;;;0;"";
2018-08-08 16:52:32;"A";"Bent Over Row (Dumbbell)";2;25;lbs;5;;;0;;
2018-08-08 16:52:32;"A";"Bent Over Row (Dumbbell)";3;30;lbs;5;;;0;;
2018-08-08 16:52:32;"A";"Bent Over Row (Dumbbell)";4;35;lbs;5;;;0;;
2018-08-08 16:52:32;"A";"Bent Over Row (Dumbbell)";5;40;lbs;9;;;0;;
2018-08-08 16:52:32;"A";"Overhead Press (Dumbbell)";1;17.5;lbs;5;;;0;"";
2018-08-08 16:52:32;"A";"Overhead Press (Dumbbell)";2;20;lbs;5;;;0;;
2018-08-08 16:52:32;"A";"Overhead Press (Dumbbell)";3;22.5;lbs;5;;;0;;
2018-08-08 16:52:32;"A";"Overhead Press (Dumbbell)";4;25;lbs;5;;;0;;
2018-08-08 16:52:32;"A";"Overhead Press (Dumbbell)";5;30;lbs;6;;;0;;
2018-08-07 16:15:41;"Elliptical";"Running";1;;;;5.8;mi.;2100;"";""
2018-08-06 17:31:54;"B";"Squat (Barbell)";1;15;lbs;5;;;0;"CHANGE: wait 30 sec before 4th set, 1min before 5th";""
2018-08-06 17:31:54;"B";"Squat (Barbell)";2;17.5;lbs;5;;;0;;
2018-08-06 17:31:54;"B";"Squat (Barbell)";3;20;lbs;5;;;0;;
2018-08-06 17:31:54;"B";"Squat (Barbell)";4;22.5;lbs;5;;;0;;
2018-08-06 17:31:54;"B";"Squat (Barbell)";5;25;lbs;10;;;0;;
2018-08-06 17:31:54;"B";"Bench Press (Dumbbell)";1;22.5;lbs;5;;;0;"CHANGE: wait 45 sec before 4th set, 1min before 5th";
2018-08-06 17:31:54;"B";"Bench Press (Dumbbell)";2;25;lbs;5;;;0;;
2018-08-06 17:31:54;"B";"Bench Press (Dumbbell)";3;30;lbs;5;;;0;;
2018-08-06 17:31:54;"B";"Bench Press (Dumbbell)";4;35;lbs;5;;;0;;
2018-08-06 17:31:54;"B";"Bench Press (Dumbbell)";5;40;lbs;9;;;0;;
2018-08-06 17:31:54;"B";"Pull Up";1;0;lbs;11;;;0;"";
2018-08-06 17:31:54;"B";"Pull Up";2;0;lbs;6;;;0;;
2018-08-03 18:48:05;"A";"Deadlift (Barbell)";1;50;lbs;5;;;0;"";""
2018-08-03 18:48:05;"A";"Deadlift (Barbell)";2;60;lbs;5;;;0;;
2018-08-03 18:48:05;"A";"Deadlift (Barbell)";3;70;lbs;5;;;0;;
2018-08-03 18:48:05;"A";"Deadlift (Barbell)";4;80;lbs;5;;;0;;
2018-08-03 18:48:05;"A";"Deadlift (Barbell)";5;90;lbs;8;;;0;;
2018-08-03 18:48:05;"A";"Bent Over Row (Dumbbell)";1;20;lbs;5;;;0;"";
2018-08-03 18:48:05;"A";"Bent Over Row (Dumbbell)";2;22.5;lbs;5;;;0;;
2018-08-03 18:48:05;"A";"Bent Over Row (Dumbbell)";3;25;lbs;5;;;0;;
2018-08-03 18:48:05;"A";"Bent Over Row (Dumbbell)";4;30;lbs;5;;;0;;
2018-08-03 18:48:05;"A";"Bent Over Row (Dumbbell)";5;35;lbs;11;;;0;;
2018-08-03 18:48:05;"A";"Overhead Press (Dumbbell)";1;17.5;lbs;5;;;0;"";
2018-08-03 18:48:05;"A";"Overhead Press (Dumbbell)";2;20;lbs;5;;;0;;
2018-08-03 18:48:05;"A";"Overhead Press (Dumbbell)";3;22.5;lbs;5;;;0;;
2018-08-03 18:48:05;"A";"Overhead Press (Dumbbell)";4;25;lbs;5;;;0;;
2018-08-03 18:48:05;"A";"Overhead Press (Dumbbell)";5;30;lbs;6;;;0;;
2018-08-02 17:07:03;"Elliptical";"Running";1;;;;4.8;mi.;2100;"";""
2018-08-01 16:56:33;"B";"Squat (Barbell)";1;15;lbs;5;;;0;"";""
2018-08-01 16:56:33;"B";"Squat (Barbell)";2;17.5;lbs;5;;;0;;
2018-08-01 16:56:33;"B";"Squat (Barbell)";3;20;lbs;5;;;0;;
2018-08-01 16:56:33;"B";"Squat (Barbell)";4;22.5;lbs;5;;;0;;
2018-08-01 16:56:33;"B";"Squat (Barbell)";5;25;lbs;7;;;0;;
2018-08-01 16:56:33;"B";"Bench Press (Dumbbell)";1;22.5;lbs;5;;;0;"";
2018-08-01 16:56:33;"B";"Bench Press (Dumbbell)";2;25;lbs;5;;;0;;
2018-08-01 16:56:33;"B";"Bench Press (Dumbbell)";3;30;lbs;5;;;0;;
2018-08-01 16:56:33;"B";"Bench Press (Dumbbell)";4;35;lbs;5;;;0;;
2018-08-01 16:56:33;"B";"Bench Press (Dumbbell)";5;40;lbs;8;;;0;;
2018-08-01 16:56:33;"B";"Pull Up";1;0;lbs;12;;;0;"";
2018-08-01 16:56:33;"B";"Pull Up";2;0;lbs;7;;;0;;
2018-07-31 17:36:30;"Elliptical";"Running";1;;;;4.3;;0;"";""
2018-07-30 17:37:32;"A";"Deadlift (Barbell)";1;50;lbs;5;;;0;"BAD FORM: did 7 but was probably curving back";""
2018-07-30 17:37:32;"A";"Deadlift (Barbell)";2;60;lbs;5;;;0;;
2018-07-30 17:37:32;"A";"Deadlift (Barbell)";3;70;lbs;5;;;0;;
2018-07-30 17:37:32;"A";"Deadlift (Barbell)";4;80;lbs;5;;;0;;
2018-07-30 17:37:32;"A";"Deadlift (Barbell)";5;90;lbs;7;;;0;;
2018-07-30 17:37:32;"A";"Bent Over Row (Dumbbell)";1;17.5;lbs;5;;;0;"";
2018-07-30 17:37:32;"A";"Bent Over Row (Dumbbell)";2;20;lbs;5;;;0;;
2018-07-30 17:37:32;"A";"Bent Over Row (Dumbbell)";3;22.5;lbs;5;;;0;;
2018-07-30 17:37:32;"A";"Bent Over Row (Dumbbell)";4;25;lbs;5;;;0;;
2018-07-30 17:37:32;"A";"Bent Over Row (Dumbbell)";5;30;lbs;11;;;0;;
2018-07-30 17:37:32;"A";"Overhead Press (Dumbbell)";1;17.5;lbs;5;;;0;"";
2018-07-30 17:37:32;"A";"Overhead Press (Dumbbell)";2;20;lbs;5;;;0;;
2018-07-30 17:37:32;"A";"Overhead Press (Dumbbell)";3;22.5;lbs;5;;;0;;
2018-07-30 17:37:32;"A";"Overhead Press (Dumbbell)";4;25;lbs;5;;;0;;
2018-07-30 17:37:32;"A";"Overhead Press (Dumbbell)";5;30;lbs;8;;;0;;
2018-07-27 15:23:05;"B";"Squat (Barbell)";1;15;lbs;5;;;0;"";""
2018-07-27 15:23:05;"B";"Squat (Barbell)";2;17.5;lbs;5;;;0;;
2018-07-27 15:23:05;"B";"Squat (Barbell)";3;20;lbs;5;;;0;;
2018-07-27 15:23:05;"B";"Squat (Barbell)";4;22.5;lbs;5;;;0;;
2018-07-27 15:23:05;"B";"Squat (Barbell)";5;25;lbs;9;;;0;;
2018-07-27 15:23:05;"B";"Bench Press (Dumbbell)";1;22.5;lbs;5;;;0;"";
2018-07-27 15:23:05;"B";"Bench Press (Dumbbell)";2;25;lbs;5;;;0;;
2018-07-27 15:23:05;"B";"Bench Press (Dumbbell)";3;30;lbs;5;;;0;;
2018-07-27 15:23:05;"B";"Bench Press (Dumbbell)";4;35;lbs;5;;;0;;
2018-07-27 15:23:05;"B";"Bench Press (Dumbbell)";5;40;lbs;6;;;0;;
2018-07-27 15:23:05;"B";"Pull Up";1;0;lbs;10;;;0;"";
2018-07-27 15:23:05;"B";"Pull Up";2;0;lbs;5;;;0;;
2018-07-25 16:58:00;"A";"Deadlift (Barbell)";1;50;lbs;5;;;0;"";""
2018-07-25 16:58:00;"A";"Deadlift (Barbell)";2;60;lbs;5;;;0;;
2018-07-25 16:58:00;"A";"Deadlift (Barbell)";3;70;lbs;5;;;0;;
2018-07-25 16:58:00;"A";"Deadlift (Barbell)";4;80;lbs;5;;;0;;
2018-07-25 16:58:00;"A";"Deadlift (Barbell)";5;90;lbs;6;;;0;;
2018-07-25 16:58:00;"A";"Bent Over Row (Dumbbell)";1;17.5;lbs;5;;;0;"";
2018-07-25 16:58:00;"A";"Bent Over Row (Dumbbell)";2;20;lbs;5;;;0;;
2018-07-25 16:58:00;"A";"Bent Over Row (Dumbbell)";3;22.5;lbs;5;;;0;;
2018-07-25 16:58:00;"A";"Bent Over Row (Dumbbell)";4;25;lbs;5;;;0;;
2018-07-25 16:58:00;"A";"Bent Over Row (Dumbbell)";5;30;lbs;8;;;0;;
2018-07-25 16:58:00;"A";"Overhead Press (Dumbbell)";1;15;lbs;5;;;0;"";
2018-07-25 16:58:00;"A";"Overhead Press (Dumbbell)";2;17.5;lbs;5;;;0;;
2018-07-25 16:58:00;"A";"Overhead Press (Dumbbell)";3;20;lbs;5;;;0;;
2018-07-25 16:58:00;"A";"Overhead Press (Dumbbell)";4;22.5;lbs;5;;;0;;
2018-07-25 16:58:00;"A";"Overhead Press (Dumbbell)";5;25;lbs;8;;;0;;
2018-07-23 16:54:53;"B";"Squat (Barbell)";1;15;lbs;5;;;0;"";""
2018-07-23 16:54:53;"B";"Squat (Barbell)";2;17.5;lbs;5;;;0;;
2018-07-23 16:54:53;"B";"Squat (Barbell)";3;20;lbs;5;;;0;;
2018-07-23 16:54:53;"B";"Squat (Barbell)";4;22.5;lbs;5;;;0;;
2018-07-23 16:54:53;"B";"Squat (Barbell)";5;25;lbs;7;;;0;;
2018-07-23 16:54:53;"B";"Bench Press (Dumbbell)";1;20;lbs;5;;;0;"";
2018-07-23 16:54:53;"B";"Bench Press (Dumbbell)";2;22.5;lbs;5;;;0;;
2018-07-23 16:54:53;"B";"Bench Press (Dumbbell)";3;25;lbs;5;;;0;;
2018-07-23 16:54:53;"B";"Bench Press (Dumbbell)";4;30;lbs;5;;;0;;
2018-07-23 16:54:53;"B";"Bench Press (Dumbbell)";5;35;lbs;11;;;0;;
2018-07-23 16:54:53;"B";"Pull Up";1;0;lbs;9;;;0;"";
2018-07-23 16:54:53;"B";"Pull Up";2;0;lbs;5;;;0;;
2018-07-20 18:13:49;"A";"Deadlift (Barbell)";1;50;lbs;5;;;0;"";""
2018-07-20 18:13:49;"A";"Deadlift (Barbell)";2;60;lbs;5;;;0;;
2018-07-20 18:13:49;"A";"Deadlift (Barbell)";3;70;lbs;5;;;0;;
2018-07-20 18:13:49;"A";"Deadlift (Barbell)";4;80;lbs;5;;;0;;
2018-07-20 18:13:49;"A";"Deadlift (Barbell)";5;90;lbs;7;;;0;;
2018-07-20 18:13:49;"A";"Bent Over Row (Dumbbell)";1;15;lbs;5;;;0;"";
2018-07-20 18:13:49;"A";"Bent Over Row (Dumbbell)";2;17.5;lbs;5;;;0;;
2018-07-20 18:13:49;"A";"Bent Over Row (Dumbbell)";3;20;lbs;5;;;0;;
2018-07-20 18:13:49;"A";"Bent Over Row (Dumbbell)";4;22.5;lbs;5;;;0;;
2018-07-20 18:13:49;"A";"Bent Over Row (Dumbbell)";5;25;lbs;13;;;0;;
2018-07-20 18:13:49;"A";"Overhead Press (Dumbbell)";1;15;lbs;5;;;0;"";
2018-07-20 18:13:49;"A";"Overhead Press (Dumbbell)";2;17.5;lbs;5;;;0;;
2018-07-20 18:13:49;"A";"Overhead Press (Dumbbell)";3;20;lbs;5;;;0;;
2018-07-20 18:13:49;"A";"Overhead Press (Dumbbell)";4;22.5;lbs;5;;;0;;
2018-07-20 18:13:49;"A";"Overhead Press (Dumbbell)";5;25;lbs;6;;;0;;
2018-07-18 17:43:10;"B";"Squat (Barbell)";1;15;lbs;5;;;0;"";""
2018-07-18 17:43:10;"B";"Squat (Barbell)";2;17.5;lbs;5;;;0;;
2018-07-18 17:43:10;"B";"Squat (Barbell)";3;20;lbs;5;;;0;;
2018-07-18 17:43:10;"B";"Squat (Barbell)";4;22.5;lbs;5;;;0;;
2018-07-18 17:43:10;"B";"Squat (Barbell)";5;25;lbs;8;;;0;;
2018-07-18 17:43:10;"B";"Bench Press (Dumbbell)";1;20;lbs;5;;;0;"";
2018-07-18 17:43:10;"B";"Bench Press (Dumbbell)";2;22.5;lbs;5;;;0;;
2018-07-18 17:43:10;"B";"Bench Press (Dumbbell)";3;25;lbs;5;;;0;;
2018-07-18 17:43:10;"B";"Bench Press (Dumbbell)";4;30;lbs;5;;;0;;
2018-07-18 17:43:10;"B";"Bench Press (Dumbbell)";5;35;lbs;10;;;0;;
2018-07-18 17:43:10;"B";"Pull Up";1;0;lbs;8;;;0;"";
2018-07-18 17:43:10;"B";"Pull Up";2;0;lbs;4;;;0;;
2018-07-16 18:12:49;"A";"Deadlift (Barbell)";1;50;lbs;5;;;0;"";""
2018-07-16 18:12:49;"A";"Deadlift (Barbell)";2;60;lbs;5;;;0;;
2018-07-16 18:12:49;"A";"Deadlift (Barbell)";3;70;lbs;5;;;0;;
2018-07-16 18:12:49;"A";"Deadlift (Barbell)";4;80;lbs;5;;;0;;
2018-07-16 18:12:49;"A";"Deadlift (Barbell)";5;90;lbs;8;;;0;;
2018-07-16 18:12:49;"A";"Bent Over Row (Dumbbell)";1;15;lbs;5;;;0;"";
2018-07-16 18:12:49;"A";"Bent Over Row (Dumbbell)";2;17.5;lbs;5;;;0;;
2018-07-16 18:12:49;"A";"Bent Over Row (Dumbbell)";3;20;lbs;5;;;0;;
2018-07-16 18:12:49;"A";"Bent Over Row (Dumbbell)";4;22.5;lbs;5;;;0;;
2018-07-16 18:12:49;"A";"Bent Over Row (Dumbbell)";5;25;lbs;12;;;0;;
