Exercise Name,Workout Notes,Distance,Workout Name,Seconds,Date,Weight,Notes,Weight Unit,Distance Unit,Reps,Set Order
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-09-24 17:05:17,25,"""""",lbs,,5,1
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-09-24 17:05:17,27.5,,lbs,,5,2
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-09-24 17:05:17,30,,lbs,,5,3
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-09-24 17:05:17,35,,lbs,,5,4
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-09-24 17:05:17,40,,lbs,,10,5
"""Pull Up""",,,"""B""",0,2018-09-24 17:05:17,0,"""""",lbs,,13,1
"""Pull Up""",,,"""B""",0,2018-09-24 17:05:17,0,,lbs,,7,2
"""Deadlift (Barbell)""","""""",,"""A""",0,2018-09-21 16:12:11,65,"""""",lbs,,5,1
"""Deadlift (Barbell)""",,,"""A""",0,2018-09-21 16:12:11,75,,lbs,,5,2
"""Deadlift (Barbell)""",,,"""A""",0,2018-09-21 16:12:11,85,,lbs,,5,3
"""Deadlift (Barbell)""",,,"""A""",0,2018-09-21 16:12:11,95,,lbs,,5,4
"""Deadlift (Barbell)""",,,"""A""",0,2018-09-21 16:12:11,105,,lbs,,7,5
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-09-21 16:12:11,27.5,"""""",lbs,,5,1
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-09-21 16:12:11,30,,lbs,,5,2
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-09-21 16:12:11,35,,lbs,,5,3
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-09-21 16:12:11,40,,lbs,,5,4
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-09-21 16:12:11,45,,lbs,,8,5
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-09-21 16:12:11,20,"""""",lbs,,5,1
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-09-21 16:12:11,22.5,,lbs,,5,2
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-09-21 16:12:11,25,,lbs,,5,3
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-09-21 16:12:11,27.5,,lbs,,5,4
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-09-21 16:12:11,30,,lbs,,7,5
"""Squat (Barbell)""","""""",,"""B""",0,2018-09-19 16:20:25,20,"""""",lbs,,5,1
"""Squat (Barbell)""",,,"""B""",0,2018-09-19 16:20:25,22.5,,lbs,,5,2
"""Squat (Barbell)""",,,"""B""",0,2018-09-19 16:20:25,25,,lbs,,5,3
"""Squat (Barbell)""",,,"""B""",0,2018-09-19 16:20:25,27.5,,lbs,,5,4
"""Squat (Barbell)""",,,"""B""",0,2018-09-19 16:20:25,30,,lbs,,8,5
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-09-19 16:20:25,25,"""""",lbs,,5,1
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-09-19 16:20:25,27.5,,lbs,,5,2
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-09-19 16:20:25,30,,lbs,,5,3
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-09-19 16:20:25,35,,lbs,,5,4
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-09-19 16:20:25,40,,lbs,,8,5
"""Pull Up""",,,"""B""",0,2018-09-19 16:20:25,0,"""""",lbs,,12,1
"""Pull Up""",,,"""B""",0,2018-09-19 16:20:25,0,,lbs,,6,2
"""Deadlift (Barbell)""","""""",,"""A""",0,2018-09-17 16:01:58,65,"""""",lbs,,5,1
"""Deadlift (Barbell)""",,,"""A""",0,2018-09-17 16:01:58,75,,lbs,,5,2
"""Deadlift (Barbell)""",,,"""A""",0,2018-09-17 16:01:58,85,,lbs,,5,3
"""Deadlift (Barbell)""",,,"""A""",0,2018-09-17 16:01:58,95,,lbs,,5,4
"""Deadlift (Barbell)""",,,"""A""",0,2018-09-17 16:01:58,105,,lbs,,7,5
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-09-17 16:01:58,27.5,"""""",lbs,,5,1
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-09-17 16:01:58,30,,lbs,,5,2
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-09-17 16:01:58,35,,lbs,,5,3
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-09-17 16:01:58,40,,lbs,,5,4
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-09-17 16:01:58,45,,lbs,,7,5
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-09-17 16:01:58,20,"""""",lbs,,5,1
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-09-17 16:01:58,22.5,,lbs,,5,2
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-09-17 16:01:58,25,,lbs,,5,3
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-09-17 16:01:58,27.5,,lbs,,5,4
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-09-17 16:01:58,30,,lbs,,5,5
"""Squat (Barbell)""","""""",,"""B""",0,2018-09-13 03:20:56,20,"""""",lbs,,5,1
"""Squat (Barbell)""",,,"""B""",0,2018-09-13 03:20:56,22.5,,lbs,,5,2
"""Squat (Barbell)""",,,"""B""",0,2018-09-13 03:20:56,25,,lbs,,5,3
"""Squat (Barbell)""",,,"""B""",0,2018-09-13 03:20:56,27.5,,lbs,,5,4
"""Squat (Barbell)""",,,"""B""",0,2018-09-13 03:20:56,30,,lbs,,6,5
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-09-13 03:20:56,25,"""""",lbs,,5,1
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-09-13 03:20:56,27.5,,lbs,,5,2
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-09-13 03:20:56,30,,lbs,,5,3
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-09-13 03:20:56,35,,lbs,,5,4
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-09-13 03:20:56,40,,lbs,,9,5
"""Pull Up""",,,"""B""",0,2018-09-13 03:20:56,0,"""""",lbs,,12,1
"""Pull Up""",,,"""B""",0,2018-09-13 03:20:56,0,,lbs,,6,2
"""Deadlift (Barbell)""","""""",,"""A""",0,2018-09-10 04:00:21,65,"""""",lbs,,5,1
"""Deadlift (Barbell)""",,,"""A""",0,2018-09-10 04:00:21,75,,lbs,,5,2
"""Deadlift (Barbell)""",,,"""A""",0,2018-09-10 04:00:21,85,,lbs,,5,3
"""Deadlift (Barbell)""",,,"""A""",0,2018-09-10 04:00:21,95,,lbs,,5,4
"""Deadlift (Barbell)""",,,"""A""",0,2018-09-10 04:00:21,105,,lbs,,7,5
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-09-10 04:00:21,27.5,"""""",lbs,,5,1
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-09-10 04:00:21,30,,lbs,,5,2
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-09-10 04:00:21,35,,lbs,,5,3
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-09-10 04:00:21,40,,lbs,,5,4
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-09-10 04:00:21,45,,lbs,,6,5
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-09-10 04:00:21,20,"""""",lbs,,5,1
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-09-10 04:00:21,22.5,,lbs,,5,2
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-09-10 04:00:21,25,,lbs,,5,3
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-09-10 04:00:21,27.5,,lbs,,5,4
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-09-10 04:00:21,30,,lbs,,6,5
"""Squat (Barbell)""","""""",,"""B""",0,2018-09-07 16:04:38,17.5,"""""",lbs,,5,1
"""Squat (Barbell)""",,,"""B""",0,2018-09-07 16:04:38,20,,lbs,,5,2
"""Squat (Barbell)""",,,"""B""",0,2018-09-07 16:04:38,22.5,,lbs,,5,3
"""Squat (Barbell)""",,,"""B""",0,2018-09-07 16:04:38,25,,lbs,,5,4
"""Squat (Barbell)""",,,"""B""",0,2018-09-07 16:04:38,27.5,,lbs,,10,5
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-09-07 16:04:38,25,"""CHANGE: 30 sec on 4th""",lbs,,5,1
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-09-07 16:04:38,27.5,,lbs,,5,2
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-09-07 16:04:38,30,,lbs,,5,3
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-09-07 16:04:38,35,,lbs,,5,4
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-09-07 16:04:38,40,,lbs,,8,5
"""Pull Up""",,,"""B""",0,2018-09-07 16:04:38,0,"""CHANGE: chest to get touch bar""",lbs,,10,1
"""Pull Up""",,,"""B""",0,2018-09-07 16:04:38,0,,lbs,,6,2
"""Deadlift (Barbell)""","""""",,"""A""",0,2018-09-05 16:03:53,65,""" CHANGE:  1st day rolla""",lbs,,5,1
"""Deadlift (Barbell)""",,,"""A""",0,2018-09-05 16:03:53,75,,lbs,,5,2
"""Deadlift (Barbell)""",,,"""A""",0,2018-09-05 16:03:53,85,,lbs,,5,3
"""Deadlift (Barbell)""",,,"""A""",0,2018-09-05 16:03:53,95,,lbs,,5,4
"""Deadlift (Barbell)""",,,"""A""",0,2018-09-05 16:03:53,103,,lbs,,5,5
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-09-05 16:03:53,25,"""CHANGE: 1st day rolla""",lbs,,5,1
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-09-05 16:03:53,27.5,,lbs,,5,2
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-09-05 16:03:53,30,,lbs,,5,3
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-09-05 16:03:53,35,,lbs,,5,4
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-09-05 16:03:53,40,,lbs,,10,5
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-09-05 16:03:53,17.5,"""CHANGE: 1ST day rolla""",lbs,,5,1
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-09-05 16:03:53,20,,lbs,,5,2
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-09-05 16:03:53,22.5,,lbs,,5,3
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-09-05 16:03:53,25,,lbs,,5,4
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-09-05 16:03:53,27.5,,lbs,,10,5
"""Squat (Barbell)""","""""",,"""B""",0,2018-08-31 16:07:47,17.5,"""CHANGE: NEW GYM ROLLA""",lbs,,5,1
"""Squat (Barbell)""",,,"""B""",0,2018-08-31 16:07:47,20,,lbs,,5,2
"""Squat (Barbell)""",,,"""B""",0,2018-08-31 16:07:47,22.5,,lbs,,5,3
"""Squat (Barbell)""",,,"""B""",0,2018-08-31 16:07:47,25,,lbs,,5,4
"""Squat (Barbell)""",,,"""B""",0,2018-08-31 16:07:47,27.5,,lbs,,8,5
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-08-31 16:07:47,25,"""""",lbs,,5,1
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-08-31 16:07:47,27.5,,lbs,,5,2
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-08-31 16:07:47,30,,lbs,,5,3
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-08-31 16:07:47,35,,lbs,,5,4
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-08-31 16:07:47,40,,lbs,,6,5
"""Pull Up""",,,"""B""",0,2018-08-31 16:07:47,0,"""""",lbs,,10,1
"""Pull Up""",,,"""B""",0,2018-08-31 16:07:47,0,,lbs,,6,2
"""Deadlift (Barbell)""","""""",,"""A""",0,2018-08-29 16:11:47,65,"""""",lbs,,5,1
"""Deadlift (Barbell)""",,,"""A""",0,2018-08-29 16:11:47,75,,lbs,,5,2
"""Deadlift (Barbell)""",,,"""A""",0,2018-08-29 16:11:47,85,,lbs,,5,3
"""Deadlift (Barbell)""",,,"""A""",0,2018-08-29 16:11:47,95,,lbs,,5,4
"""Deadlift (Barbell)""",,,"""A""",0,2018-08-29 16:11:47,105,,lbs,,5,5
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-08-29 16:11:47,22.5,"""""",lbs,,5,1
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-08-29 16:11:47,25,,lbs,,5,2
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-08-29 16:11:47,27.5,,lbs,,5,3
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-08-29 16:11:47,30,,lbs,,5,4
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-08-29 16:11:47,35,,lbs,,15,5
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-08-29 16:11:47,17.5,"""""",lbs,,5,1
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-08-29 16:11:47,20,,lbs,,5,2
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-08-29 16:11:47,22.5,,lbs,,5,3
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-08-29 16:11:47,25,,lbs,,5,4
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-08-29 16:11:47,27.5,,lbs,,9,5
"""Squat (Barbell)""","""""",,"""B""",0,2018-08-27 16:52:34,17.5,"""""",lbs,,5,1
"""Squat (Barbell)""",,,"""B""",0,2018-08-27 16:52:34,20,,lbs,,5,2
"""Squat (Barbell)""",,,"""B""",0,2018-08-27 16:52:34,22.5,,lbs,,5,3
"""Squat (Barbell)""",,,"""B""",0,2018-08-27 16:52:34,25,,lbs,,5,4
"""Squat (Barbell)""",,,"""B""",0,2018-08-27 16:52:34,27.5,,lbs,,6,5
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-08-27 16:52:34,22.5,"""""",lbs,,5,1
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-08-27 16:52:34,25,,lbs,,5,2
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-08-27 16:52:34,27.5,,lbs,,5,3
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-08-27 16:52:34,30,,lbs,,5,4
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-08-27 16:52:34,35,,lbs,,14,5
"""Pull Up""",,,"""B""",0,2018-08-27 16:52:34,0,"""""",lbs,,10,1
"""Pull Up""",,,"""B""",0,2018-08-27 16:52:34,0,,lbs,,5,2
"""Running""","""ROUND: 5.88""",5.9,"""Elliptical""",0,2018-08-14 17:19:47,,"""""",,,,1
"""Deadlift (Barbell)""","""""",,"""A""",0,2018-08-13 17:00:01,50,"""""",lbs,,5,1
"""Deadlift (Barbell)""",,,"""A""",0,2018-08-13 17:00:01,60,,lbs,,5,2
"""Deadlift (Barbell)""",,,"""A""",0,2018-08-13 17:00:01,70,,lbs,,5,3
"""Deadlift (Barbell)""",,,"""A""",0,2018-08-13 17:00:01,80,,lbs,,5,4
"""Deadlift (Barbell)""",,,"""A""",0,2018-08-13 17:00:01,90,,lbs,,7,5
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-08-13 17:00:01,22.5,"""""",lbs,,5,1
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-08-13 17:00:01,25,,lbs,,5,2
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-08-13 17:00:01,30,,lbs,,5,3
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-08-13 17:00:01,35,,lbs,,5,4
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-08-13 17:00:01,40,,lbs,,11,5
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-08-13 17:00:01,17.5,"""""",lbs,,5,1
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-08-13 17:00:01,20,,lbs,,5,2
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-08-13 17:00:01,22.5,,lbs,,5,3
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-08-13 17:00:01,25,,lbs,,5,4
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-08-13 17:00:01,30,,lbs,,7,5
"""Squat (Barbell)""","""""",,"""B""",0,2018-08-10 17:35:29,17.5,"""""",lbs,,5,1
"""Squat (Barbell)""",,,"""B""",0,2018-08-10 17:35:29,20,,lbs,,5,2
"""Squat (Barbell)""",,,"""B""",0,2018-08-10 17:35:29,22.5,,lbs,,5,3
"""Squat (Barbell)""",,,"""B""",0,2018-08-10 17:35:29,25,,lbs,,5,4
"""Squat (Barbell)""",,,"""B""",0,2018-08-10 17:35:29,27.5,,lbs,,6,5
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-08-10 17:35:29,22.5,"""""",lbs,,5,1
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-08-10 17:35:29,25,,lbs,,5,2
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-08-10 17:35:29,30,,lbs,,5,3
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-08-10 17:35:29,35,,lbs,,5,4
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-08-10 17:35:29,40,,lbs,,10,5
"""Pull Up""",,,"""B""",0,2018-08-10 17:35:29,0,"""""",lbs,,11,1
"""Pull Up""",,,"""B""",0,2018-08-10 17:35:29,0,,lbs,,7,2
"""Deadlift (Barbell)""","""""",,"""A""",0,2018-08-08 16:52:32,50,"""""",lbs,,5,1
"""Deadlift (Barbell)""",,,"""A""",0,2018-08-08 16:52:32,60,,lbs,,5,2
"""Deadlift (Barbell)""",,,"""A""",0,2018-08-08 16:52:32,70,,lbs,,5,3
"""Deadlift (Barbell)""",,,"""A""",0,2018-08-08 16:52:32,80,,lbs,,5,4
"""Deadlift (Barbell)""",,,"""A""",0,2018-08-08 16:52:32,90,,lbs,,7,5
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-08-08 16:52:32,22.5,"""""",lbs,,5,1
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-08-08 16:52:32,25,,lbs,,5,2
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-08-08 16:52:32,30,,lbs,,5,3
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-08-08 16:52:32,35,,lbs,,5,4
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-08-08 16:52:32,40,,lbs,,9,5
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-08-08 16:52:32,17.5,"""""",lbs,,5,1
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-08-08 16:52:32,20,,lbs,,5,2
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-08-08 16:52:32,22.5,,lbs,,5,3
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-08-08 16:52:32,25,,lbs,,5,4
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-08-08 16:52:32,30,,lbs,,6,5
"""Running""","""""",5.8,"""Elliptical""",2100,2018-08-07 16:15:41,,"""""",,mi.,,1
"""Squat (Barbell)""",,,"""B""",0,2018-08-06 17:31:54,15,"""CHANGE: wait 30 sec before 4th set",lbs,,5,1
"""Squat (Barbell)""",,,"""B""",0,2018-08-06 17:31:54,17.5,,lbs,,5,2
"""Squat (Barbell)""",,,"""B""",0,2018-08-06 17:31:54,20,,lbs,,5,3
"""Squat (Barbell)""",,,"""B""",0,2018-08-06 17:31:54,22.5,,lbs,,5,4
"""Squat (Barbell)""",,,"""B""",0,2018-08-06 17:31:54,25,,lbs,,10,5
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-08-06 17:31:54,22.5,"""CHANGE: wait 45 sec before 4th set",lbs,,5,1
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-08-06 17:31:54,25,,lbs,,5,2
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-08-06 17:31:54,30,,lbs,,5,3
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-08-06 17:31:54,35,,lbs,,5,4
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-08-06 17:31:54,40,,lbs,,9,5
"""Pull Up""",,,"""B""",0,2018-08-06 17:31:54,0,"""""",lbs,,11,1
"""Pull Up""",,,"""B""",0,2018-08-06 17:31:54,0,,lbs,,6,2
"""Deadlift (Barbell)""","""""",,"""A""",0,2018-08-03 18:48:05,50,"""""",lbs,,5,1
"""Deadlift (Barbell)""",,,"""A""",0,2018-08-03 18:48:05,60,,lbs,,5,2
"""Deadlift (Barbell)""",,,"""A""",0,2018-08-03 18:48:05,70,,lbs,,5,3
"""Deadlift (Barbell)""",,,"""A""",0,2018-08-03 18:48:05,80,,lbs,,5,4
"""Deadlift (Barbell)""",,,"""A""",0,2018-08-03 18:48:05,90,,lbs,,8,5
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-08-03 18:48:05,20,"""""",lbs,,5,1
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-08-03 18:48:05,22.5,,lbs,,5,2
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-08-03 18:48:05,25,,lbs,,5,3
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-08-03 18:48:05,30,,lbs,,5,4
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-08-03 18:48:05,35,,lbs,,11,5
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-08-03 18:48:05,17.5,"""""",lbs,,5,1
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-08-03 18:48:05,20,,lbs,,5,2
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-08-03 18:48:05,22.5,,lbs,,5,3
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-08-03 18:48:05,25,,lbs,,5,4
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-08-03 18:48:05,30,,lbs,,6,5
"""Running""","""""",4.8,"""Elliptical""",2100,2018-08-02 17:07:03,,"""""",,mi.,,1
"""Squat (Barbell)""","""""",,"""B""",0,2018-08-01 16:56:33,15,"""""",lbs,,5,1
"""Squat (Barbell)""",,,"""B""",0,2018-08-01 16:56:33,17.5,,lbs,,5,2
"""Squat (Barbell)""",,,"""B""",0,2018-08-01 16:56:33,20,,lbs,,5,3
"""Squat (Barbell)""",,,"""B""",0,2018-08-01 16:56:33,22.5,,lbs,,5,4
"""Squat (Barbell)""",,,"""B""",0,2018-08-01 16:56:33,25,,lbs,,7,5
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-08-01 16:56:33,22.5,"""""",lbs,,5,1
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-08-01 16:56:33,25,,lbs,,5,2
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-08-01 16:56:33,30,,lbs,,5,3
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-08-01 16:56:33,35,,lbs,,5,4
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-08-01 16:56:33,40,,lbs,,8,5
"""Pull Up""",,,"""B""",0,2018-08-01 16:56:33,0,"""""",lbs,,12,1
"""Pull Up""",,,"""B""",0,2018-08-01 16:56:33,0,,lbs,,7,2
"""Running""","""""",4.3,"""Elliptical""",0,2018-07-31 17:36:30,,"""""",,,,1
"""Deadlift (Barbell)""","""""",,"""A""",0,2018-07-30 17:37:32,50,"""BAD FORM: did 7 but was probably curving back""",lbs,,5,1
"""Deadlift (Barbell)""",,,"""A""",0,2018-07-30 17:37:32,60,,lbs,,5,2
"""Deadlift (Barbell)""",,,"""A""",0,2018-07-30 17:37:32,70,,lbs,,5,3
"""Deadlift (Barbell)""",,,"""A""",0,2018-07-30 17:37:32,80,,lbs,,5,4
"""Deadlift (Barbell)""",,,"""A""",0,2018-07-30 17:37:32,90,,lbs,,7,5
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-07-30 17:37:32,17.5,"""""",lbs,,5,1
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-07-30 17:37:32,20,,lbs,,5,2
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-07-30 17:37:32,22.5,,lbs,,5,3
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-07-30 17:37:32,25,,lbs,,5,4
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-07-30 17:37:32,30,,lbs,,11,5
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-07-30 17:37:32,17.5,"""""",lbs,,5,1
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-07-30 17:37:32,20,,lbs,,5,2
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-07-30 17:37:32,22.5,,lbs,,5,3
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-07-30 17:37:32,25,,lbs,,5,4
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-07-30 17:37:32,30,,lbs,,8,5
"""Squat (Barbell)""","""""",,"""B""",0,2018-07-27 15:23:05,15,"""""",lbs,,5,1
"""Squat (Barbell)""",,,"""B""",0,2018-07-27 15:23:05,17.5,,lbs,,5,2
"""Squat (Barbell)""",,,"""B""",0,2018-07-27 15:23:05,20,,lbs,,5,3
"""Squat (Barbell)""",,,"""B""",0,2018-07-27 15:23:05,22.5,,lbs,,5,4
"""Squat (Barbell)""",,,"""B""",0,2018-07-27 15:23:05,25,,lbs,,9,5
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-07-27 15:23:05,22.5,"""""",lbs,,5,1
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-07-27 15:23:05,25,,lbs,,5,2
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-07-27 15:23:05,30,,lbs,,5,3
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-07-27 15:23:05,35,,lbs,,5,4
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-07-27 15:23:05,40,,lbs,,6,5
"""Pull Up""",,,"""B""",0,2018-07-27 15:23:05,0,"""""",lbs,,10,1
"""Pull Up""",,,"""B""",0,2018-07-27 15:23:05,0,,lbs,,5,2
"""Deadlift (Barbell)""","""""",,"""A""",0,2018-07-25 16:58:00,50,"""""",lbs,,5,1
"""Deadlift (Barbell)""",,,"""A""",0,2018-07-25 16:58:00,60,,lbs,,5,2
"""Deadlift (Barbell)""",,,"""A""",0,2018-07-25 16:58:00,70,,lbs,,5,3
"""Deadlift (Barbell)""",,,"""A""",0,2018-07-25 16:58:00,80,,lbs,,5,4
"""Deadlift (Barbell)""",,,"""A""",0,2018-07-25 16:58:00,90,,lbs,,6,5
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-07-25 16:58:00,17.5,"""""",lbs,,5,1
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-07-25 16:58:00,20,,lbs,,5,2
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-07-25 16:58:00,22.5,,lbs,,5,3
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-07-25 16:58:00,25,,lbs,,5,4
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-07-25 16:58:00,30,,lbs,,8,5
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-07-25 16:58:00,15,"""""",lbs,,5,1
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-07-25 16:58:00,17.5,,lbs,,5,2
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-07-25 16:58:00,20,,lbs,,5,3
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-07-25 16:58:00,22.5,,lbs,,5,4
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-07-25 16:58:00,25,,lbs,,8,5
