Exercise Name,Workout Notes,Distance,Workout Name,Seconds,Date,Weight,Notes,Weight Unit,Distance Unit,Reps,Set Order
"""Squat (Barbell)""","""""",,"""B""",0,2018-07-23 16:54:53,15,"""""",lbs,,5,1
"""Squat (Barbell)""",,,"""B""",0,2018-07-23 16:54:53,17.5,,lbs,,5,2
"""Squat (Barbell)""",,,"""B""",0,2018-07-23 16:54:53,20,,lbs,,5,3
"""Squat (Barbell)""",,,"""B""",0,2018-07-23 16:54:53,22.5,,lbs,,5,4
"""Squat (Barbell)""",,,"""B""",0,2018-07-23 16:54:53,25,,lbs,,7,5
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-07-23 16:54:53,20,"""""",lbs,,5,1
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-07-23 16:54:53,22.5,,lbs,,5,2
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-07-23 16:54:53,25,,lbs,,5,3
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-07-23 16:54:53,30,,lbs,,5,4
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-07-23 16:54:53,35,,lbs,,11,5
"""Pull Up""",,,"""B""",0,2018-07-23 16:54:53,0,"""""",lbs,,9,1
"""Pull Up""",,,"""B""",0,2018-07-23 16:54:53,0,,lbs,,5,2
"""Deadlift (Barbell)""","""""",,"""A""",0,2018-07-20 18:13:49,50,"""""",lbs,,5,1
"""Deadlift (Barbell)""",,,"""A""",0,2018-07-20 18:13:49,60,,lbs,,5,2
"""Deadlift (Barbell)""",,,"""A""",0,2018-07-20 18:13:49,70,,lbs,,5,3
"""Deadlift (Barbell)""",,,"""A""",0,2018-07-20 18:13:49,80,,lbs,,5,4
"""Deadlift (Barbell)""",,,"""A""",0,2018-07-20 18:13:49,90,,lbs,,7,5
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-07-20 18:13:49,15,"""""",lbs,,5,1
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-07-20 18:13:49,17.5,,lbs,,5,2
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-07-20 18:13:49,20,,lbs,,5,3
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-07-20 18:13:49,22.5,,lbs,,5,4
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-07-20 18:13:49,25,,lbs,,13,5
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-07-20 18:13:49,15,"""""",lbs,,5,1
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-07-20 18:13:49,17.5,,lbs,,5,2
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-07-20 18:13:49,20,,lbs,,5,3
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-07-20 18:13:49,22.5,,lbs,,5,4
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-07-20 18:13:49,25,,lbs,,6,5
"""Squat (Barbell)""","""""",,"""B""",0,2018-07-18 17:43:10,15,"""""",lbs,,5,1
"""Squat (Barbell)""",,,"""B""",0,2018-07-18 17:43:10,17.5,,lbs,,5,2
"""Squat (Barbell)""",,,"""B""",0,2018-07-18 17:43:10,20,,lbs,,5,3
"""Squat (Barbell)""",,,"""B""",0,2018-07-18 17:43:10,22.5,,lbs,,5,4
"""Squat (Barbell)""",,,"""B""",0,2018-07-18 17:43:10,25,,lbs,,8,5
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-07-18 17:43:10,20,"""""",lbs,,5,1
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-07-18 17:43:10,22.5,,lbs,,5,2
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-07-18 17:43:10,25,,lbs,,5,3
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-07-18 17:43:10,30,,lbs,,5,4
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-07-18 17:43:10,35,,lbs,,10,5
"""Pull Up""",,,"""B""",0,2018-07-18 17:43:10,0,"""""",lbs,,8,1
"""Pull Up""",,,"""B""",0,2018-07-18 17:43:10,0,,lbs,,4,2
"""Deadlift (Barbell)""","""""",,"""A""",0,2018-07-16 18:12:49,50,"""""",lbs,,5,1
"""Deadlift (Barbell)""",,,"""A""",0,2018-07-16 18:12:49,60,,lbs,,5,2
"""Deadlift (Barbell)""",,,"""A""",0,2018-07-16 18:12:49,70,,lbs,,5,3
"""Deadlift (Barbell)""",,,"""A""",0,2018-07-16 18:12:49,80,,lbs,,5,4
"""Deadlift (Barbell)""",,,"""A""",0,2018-07-16 18:12:49,90,,lbs,,8,5
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-07-16 18:12:49,15,"""""",lbs,,5,1
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-07-16 18:12:49,17.5,,lbs,,5,2
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-07-16 18:12:49,20,,lbs,,5,3
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-07-16 18:12:49,22.5,,lbs,,5,4
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-07-16 18:12:49,25,,lbs,,12,5
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-07-16 18:12:49,17.5,"""""",lbs,,5,1
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-07-16 18:12:49,20,,lbs,,5,2
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-07-16 18:12:49,22.5,,lbs,,5,3
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-07-16 18:12:49,25,,lbs,,5,4
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-07-16 18:12:49,30,,lbs,,3,5
"""Squat (Barbell)""","""""",,"""B""",0,2018-07-13 19:26:11,15,"""""",lbs,,5,1
"""Squat (Barbell)""",,,"""B""",0,2018-07-13 19:26:11,17.5,,lbs,,5,2
"""Squat (Barbell)""",,,"""B""",0,2018-07-13 19:26:11,20,,lbs,,5,3
"""Squat (Barbell)""",,,"""B""",0,2018-07-13 19:26:11,22.5,,lbs,,5,4
"""Squat (Barbell)""",,,"""B""",0,2018-07-13 19:26:11,25,,lbs,,8,5
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-07-13 19:26:11,20,"""""",lbs,,5,1
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-07-13 19:26:11,22.5,,lbs,,5,2
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-07-13 19:26:11,25,,lbs,,5,3
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-07-13 19:26:11,30,,lbs,,5,4
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-07-13 19:26:11,35,,lbs,,8,5
"""Pull Up""",,,"""B""",0,2018-07-13 19:26:11,0,"""""",lbs,,7,1
"""Pull Up""",,,"""B""",0,2018-07-13 19:26:11,0,,lbs,,4,2
"""Deadlift (Barbell)""","""""",,"""A""",0,2018-07-11 16:57:57,50,"""""",lbs,,5,1
"""Deadlift (Barbell)""",,,"""A""",0,2018-07-11 16:57:57,60,,lbs,,5,2
"""Deadlift (Barbell)""",,,"""A""",0,2018-07-11 16:57:57,70,,lbs,,5,3
"""Deadlift (Barbell)""",,,"""A""",0,2018-07-11 16:57:57,80,,lbs,,5,4
"""Deadlift (Barbell)""",,,"""A""",0,2018-07-11 16:57:57,90,,lbs,,7,5
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-07-11 16:57:57,15,"""""",lbs,,5,1
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-07-11 16:57:57,17.5,,lbs,,5,2
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-07-11 16:57:57,20,,lbs,,5,3
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-07-11 16:57:57,22.5,,lbs,,5,4
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-07-11 16:57:57,25,,lbs,,8,5
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-07-11 16:57:57,17.5,"""FAIL: 6 last time""",lbs,,5,1
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-07-11 16:57:57,20,,lbs,,5,2
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-07-11 16:57:57,22.5,,lbs,,5,3
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-07-11 16:57:57,25,,lbs,,5,4
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-07-11 16:57:57,30,,lbs,,3,5
"""Squat (Barbell)""",,,"""B""",0,2018-07-09 16:31:04,15,"""FAIL: 8 last time",lbs,,5,1
"""Squat (Barbell)""",,,"""B""",0,2018-07-09 16:31:04,17.5,,lbs,,5,2
"""Squat (Barbell)""",,,"""B""",0,2018-07-09 16:31:04,20,,lbs,,5,3
"""Squat (Barbell)""",,,"""B""",0,2018-07-09 16:31:04,22.5,,lbs,,5,4
"""Squat (Barbell)""",,,"""B""",0,2018-07-09 16:31:04,25,,lbs,,6,5
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-07-09 16:31:04,20,"""""",lbs,,5,1
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-07-09 16:31:04,22.5,,lbs,,5,2
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-07-09 16:31:04,25,,lbs,,5,3
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-07-09 16:31:04,30,,lbs,,5,4
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-07-09 16:31:04,35,,lbs,,8,5
"""Pull Up""",,,"""B""",0,2018-07-09 16:31:04,0,"""""",lbs,,5,1
"""Pull Up""",,,"""B""",0,2018-07-09 16:31:04,0,,lbs,,4,2
"""Deadlift (Barbell)""","""""",,"""A""",0,2018-07-06 19:27:05,50,"""""",lbs,,5,1
"""Deadlift (Barbell)""",,,"""A""",0,2018-07-06 19:27:05,60,,lbs,,5,2
"""Deadlift (Barbell)""",,,"""A""",0,2018-07-06 19:27:05,70,,lbs,,5,3
"""Deadlift (Barbell)""",,,"""A""",0,2018-07-06 19:27:05,80,,lbs,,5,4
"""Deadlift (Barbell)""",,,"""A""",0,2018-07-06 19:27:05,90,,lbs,,5,5
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-07-06 19:27:05,15,"""""",lbs,,5,1
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-07-06 19:27:05,17.5,,lbs,,5,2
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-07-06 19:27:05,20,,lbs,,5,3
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-07-06 19:27:05,22.5,,lbs,,5,4
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-07-06 19:27:05,25,,lbs,,7,5
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-07-06 19:27:05,17.5,"""""",lbs,,5,1
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-07-06 19:27:05,20,,lbs,,5,2
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-07-06 19:27:05,22.5,,lbs,,5,3
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-07-06 19:27:05,25,,lbs,,5,4
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-07-06 19:27:05,30,,lbs,,6,5
"""Running""","""""",4.3,"""Elliptical""",2100,2018-07-03 16:39:20,,"""""",,mi.,,1
"""Squat (Barbell)""","""""",,"""B""",0,2018-07-02 17:25:04,15,"""""",lbs,,5,1
"""Squat (Barbell)""",,,"""B""",0,2018-07-02 17:25:04,17.5,,lbs,,5,2
"""Squat (Barbell)""",,,"""B""",0,2018-07-02 17:25:04,20,,lbs,,5,3
"""Squat (Barbell)""",,,"""B""",0,2018-07-02 17:25:04,22.5,,lbs,,5,4
"""Squat (Barbell)""",,,"""B""",0,2018-07-02 17:25:04,25,,lbs,,8,5
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-07-02 17:25:04,20,"""""",lbs,,5,1
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-07-02 17:25:04,22.5,,lbs,,5,2
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-07-02 17:25:04,25,,lbs,,5,3
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-07-02 17:25:04,30,,lbs,,5,4
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-07-02 17:25:04,35,,lbs,,8,5
"""Pull Up""",,,"""B""",0,2018-07-02 17:25:04,0,"""""",lbs,,8,1
"""Pull Up""",,,"""B""",0,2018-07-02 17:25:04,0,,lbs,,1,2
"""Squat (Barbell)""","""""",,"""B""",0,2018-06-27 16:26:53,15,"""""",lbs,,5,1
"""Squat (Barbell)""",,,"""B""",0,2018-06-27 16:26:53,17.5,,lbs,,5,2
"""Squat (Barbell)""",,,"""B""",0,2018-06-27 16:26:53,20,,lbs,,5,3
"""Squat (Barbell)""",,,"""B""",0,2018-06-27 16:26:53,22.5,,lbs,,5,4
"""Squat (Barbell)""",,,"""B""",0,2018-06-27 16:26:53,25,,lbs,,5,5
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-06-27 16:26:53,17.5,"""""",lbs,,5,1
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-06-27 16:26:53,20,,lbs,,5,2
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-06-27 16:26:53,22.5,,lbs,,5,3
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-06-27 16:26:53,25,,lbs,,5,4
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-06-27 16:26:53,30,,lbs,,10,5
"""Pull Up""",,,"""B""",0,2018-06-27 16:26:53,0,"""""",lbs,,6,1
"""Pull Up""",,,"""B""",0,2018-06-27 16:26:53,0,,lbs,,1,2
"""Deadlift (Barbell)""","""""",,"""A""",0,2018-06-25 21:59:11,40,"""""",lbs,,5,1
"""Deadlift (Barbell)""",,,"""A""",0,2018-06-25 21:59:11,50,,lbs,,5,2
"""Deadlift (Barbell)""",,,"""A""",0,2018-06-25 21:59:11,60,,lbs,,5,3
"""Deadlift (Barbell)""",,,"""A""",0,2018-06-25 21:59:11,70,,lbs,,5,4
"""Deadlift (Barbell)""",,,"""A""",0,2018-06-25 21:59:11,80,,lbs,,10,5
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-06-25 21:59:11,15,"""""",lbs,,5,1
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-06-25 21:59:11,17.5,,lbs,,5,2
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-06-25 21:59:11,20,,lbs,,5,3
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-06-25 21:59:11,22.5,,lbs,,5,4
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-06-25 21:59:11,25,,lbs,,6,5
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-06-25 21:59:11,17.5,"""""",lbs,,5,1
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-06-25 21:59:11,20,,lbs,,5,2
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-06-25 21:59:11,22.5,,lbs,,5,3
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-06-25 21:59:11,25,,lbs,,5,4
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-06-25 21:59:11,30,,lbs,,5,5
"""Squat (Barbell)""","""""",,"""B""",0,2018-06-22 19:44:00,15,"""Make sure good form""",lbs,,5,1
"""Squat (Barbell)""",,,"""B""",0,2018-06-22 19:44:00,17.5,,lbs,,5,2
"""Squat (Barbell)""",,,"""B""",0,2018-06-22 19:44:00,20,,lbs,,5,3
"""Squat (Barbell)""",,,"""B""",0,2018-06-22 19:44:00,22.5,,lbs,,5,4
"""Squat (Barbell)""",,,"""B""",0,2018-06-22 19:44:00,25,,lbs,,5,5
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-06-22 19:44:00,15,"""""",lbs,,5,1
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-06-22 19:44:00,17.5,,lbs,,5,2
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-06-22 19:44:00,20,,lbs,,5,3
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-06-22 19:44:00,22.5,,lbs,,5,4
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-06-22 19:44:00,25,,lbs,,15,5
"""Pull Up""",,,"""B""",0,2018-06-22 19:44:00,0,"""""",lbs,,6,1
"""Pull Up""",,,"""B""",0,2018-06-22 19:44:00,0,,lbs,,1,2
"""Deadlift (Barbell)""","""""",,"""A""",0,2018-06-20 17:54:37,40,"""""",lbs,,5,1
"""Deadlift (Barbell)""",,,"""A""",0,2018-06-20 17:54:37,50,,lbs,,5,2
"""Deadlift (Barbell)""",,,"""A""",0,2018-06-20 17:54:37,60,,lbs,,5,3
"""Deadlift (Barbell)""",,,"""A""",0,2018-06-20 17:54:37,70,,lbs,,5,4
"""Deadlift (Barbell)""",,,"""A""",0,2018-06-20 17:54:37,80,,lbs,,8,5
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-06-20 17:54:37,10,"""""",lbs,,5,1
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-06-20 17:54:37,12.5,,lbs,,5,2
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-06-20 17:54:37,15,,lbs,,5,3
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-06-20 17:54:37,17.5,,lbs,,5,4
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-06-20 17:54:37,20,,lbs,,15,5
"""Bent Over Row (Dumbbell)""",,,"""A""",0,2018-06-20 17:54:37,0,,lbs,,0,6
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-06-20 17:54:37,15,"""""",lbs,,5,1
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-06-20 17:54:37,17.5,,lbs,,5,2
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-06-20 17:54:37,20,,lbs,,5,3
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-06-20 17:54:37,22.5,,lbs,,5,4
"""Overhead Press (Dumbbell)""",,,"""A""",0,2018-06-20 17:54:37,25,,lbs,,10,5
"""Squat (Barbell)""","""""",,"""B""",0,2018-06-18 18:23:13,15,"""Had wrong form""",lbs,,5,1
"""Squat (Barbell)""",,,"""B""",0,2018-06-18 18:23:13,17.5,,lbs,,5,2
"""Squat (Barbell)""",,,"""B""",0,2018-06-18 18:23:13,20,,lbs,,5,3
"""Squat (Barbell)""",,,"""B""",0,2018-06-18 18:23:13,22.5,,lbs,,5,4
"""Squat (Barbell)""",,,"""B""",0,2018-06-18 18:23:13,25,,lbs,,5,5
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-06-18 18:23:13,10,"""Up weight""",lbs,,5,1
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-06-18 18:23:13,12.5,,lbs,,5,2
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-06-18 18:23:13,15,,lbs,,5,3
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-06-18 18:23:13,17.5,,lbs,,5,4
"""Bench Press (Dumbbell)""",,,"""B""",0,2018-06-18 18:23:13,20,,lbs,,25,5
"""Pull Up""",,,"""B""",0,2018-06-18 18:23:13,0,"""""",lbs,,6,1
"""Pull Up""",,,"""B""",0,2018-06-18 18:23:13,0,,lbs,,6,2
